Order #,Time,Server,Item,Modifiers,Price,Qty,Tax,Total,Payment Type,Parsed Time,Hour,Cluster
28,"5/2/25, 10:13 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Vanilla, Cold foam, Vani Cf",6.5,1,6.5,0.63,Visa 4930,2025-05-02 10:13:00,10,4
29,"5/2/25, 10:16 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Everything, Plain CC",4.0,1,4.0,0.39,Mastercard 0953,2025-05-02 10:16:00,10,1
30,"5/2/25, 10:22 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Snikerdoodle, Iced",9.5,1,9.5,0.93,Visa 3984,2025-05-02 10:22:00,10,2
30,"5/2/25, 10:22 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Snikerdoodle, Iced",9.5,1,9.5,0.93,Visa 3984,2025-05-02 10:22:00,10,2
30,"5/2/25, 10:22 AM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 3984,2025-05-02 10:22:00,10,4
31,"5/2/25, 10:25 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Strawberry, 1/2 Sweet, Light Milk",6.0,1,6.0,0.58,Visa 9099,2025-05-02 10:25:00,10,4
31,"5/2/25, 10:25 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Plain, Garlic Herb CC",4.25,1,4.25,0.41,Visa 9099,2025-05-02 10:25:00,10,1
31,"5/2/25, 10:25 AM","(5/2/25, 8:30 AM - 8:31 AM)",$0.00,Kodiak Catch,12.0,1,12.0,1.17,Visa 9099,2025-05-02 10:25:00,10,2
31,"5/2/25, 10:25 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,Iced,5.5,1,5.5,0.54,Visa 9099,2025-05-02 10:25:00,10,4
33,"5/2/25, 10:27 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,Iced,5.5,1,5.5,0.54,Amex 1005,2025-05-02 10:27:00,10,4
34,"5/2/25, 10:30 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Almond Milk",6.25,1,6.25,0.61,Visa 3597,2025-05-02 10:30:00,10,4
35,"5/2/25, 10:35 AM","(5/2/25, 8:30 AM - 8:31 AM)",Iced Shaken Espresso,"Iced, Spl Almond",4.5,1,4.5,0.44,Mastercard 8695,2025-05-02 10:35:00,10,4
36,"5/2/25, 10:36 AM","(5/2/25, 8:30 AM - 8:31 AM)",Doppio,Iced,3.5,1,3.5,0.34,Visa 6180,2025-05-02 10:36:00,10,1
37,"5/2/25, 10:39 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Garlic Herb CC, Matcha, Chocolate Milano, Iced",9.0,1,9.0,0.88,Visa 6906,2025-05-02 10:39:00,10,2
38,"5/2/25, 10:39 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Plain, Blueberry CC",4.25,1,4.25,0.41,Visa 7827,2025-05-02 10:39:00,10,1
39,"5/2/25, 10:41 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Vanilla",6.0,1,6.0,0.58,Mastercard 9362,2025-05-02 10:41:00,10,4
39,"5/2/25, 10:41 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Cin Sug. Bagel, Plain CC, Matcha, Strawberry, Cold Foam, Str Cf",10.0,1,10.0,0.98,Mastercard 9362,2025-05-02 10:41:00,10,2
40,"5/2/25, 10:43 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Garlic Herb CC, Shaken Espresso, Oat Milk, Bsc",8.75,1,8.75,0.85,Visa 4942,2025-05-02 10:43:00,10,2
41,"5/2/25, 10:44 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Matcha, Oat Milk, Icdx",9.25,1,9.25,0.9,Visa 4152,2025-05-02 10:44:00,10,2
42,"5/2/25, 10:46 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Brown Sugar Cinnamon, 1 Pump",5.5,1,2.75,0.27,Visa 3552,2025-05-02 10:46:00,10,4
42,"5/2/25, 10:46 AM","(5/2/25, 8:30 AM - 8:31 AM)",El Toro Rojo,Everything,11.0,1,5.5,0.54,Visa 3552,2025-05-02 10:46:00,10,2
43,"5/2/25, 10:46 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Vanilla, Oat Milk",6.25,1,6.25,0.61,Mastercard 9864,2025-05-02 10:46:00,10,4
44,"5/2/25, 10:52 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Everything, Plain CC",4.0,1,4.0,0.39,Visa 2335,2025-05-02 10:52:00,10,1
44,"5/2/25, 10:52 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Asiago, Garlic Herb CC",4.25,1,4.25,0.41,Visa 2335,2025-05-02 10:52:00,10,1
45,"5/2/25, 10:53 AM",,Eclipse,"Iced, Latte",6.5,1,6.5,0.63,Visa 9870,2025-05-02 10:53:00,10,4
47,"5/2/25, 10:56 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Strawberry, Oat Milk",6.75,1,6.75,0.66,Visa 6427,2025-05-02 10:56:00,10,4
49,"5/2/25, 10:58 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Caramel, Oat Milk, Extracaramel, Iced",9.75,1,9.75,0.95,Visa 6296,2025-05-02 10:58:00,10,2
50,"5/2/25, 10:59 AM","(5/2/25, 8:30 AM - 8:31 AM)",Landscape,"Iced, Latte",6.5,1,6.5,0.63,Visa 0592,2025-05-02 10:59:00,10,4
50,"5/2/25, 10:59 AM","(5/2/25, 8:30 AM - 8:31 AM)",$0.00,Mr. Can't Go wrong,10.0,1,10.0,0.98,Visa 0592,2025-05-02 10:59:00,10,2
52,"5/2/25, 11:02 AM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 3319,2025-05-02 11:02:00,11,4
53,"5/2/25, 11:03 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Cin Sug. Bagel, Plain CC, Matcha, Strawberry, Iced",9.0,1,9.0,0.88,Visa 8645,2025-05-02 11:03:00,11,2
54,"5/2/25, 11:04 AM","(5/2/25, 8:30 AM - 8:31 AM)",Chai,"Iced, Extra Shot, Oat Milk",7.75,1,7.75,0.76,Mastercard 1929,2025-05-02 11:04:00,11,4
54,"5/2/25, 11:04 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Everything, Garlic Herb CC",4.25,1,4.25,0.41,Mastercard 1929,2025-05-02 11:04:00,11,1
56,"5/2/25, 11:08 AM","(5/2/25, 8:30 AM - 8:31 AM)",Landscape,"Iced, Latte",6.5,1,6.5,0.63,Mastercard 0610,2025-05-02 11:08:00,11,4
58,"5/2/25, 11:12 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Latte, Caramel",8.5,1,8.5,0.83,Visa 7226,2025-05-02 11:12:00,11,2
60,"5/2/25, 11:14 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Strawberry, Oat Milk",6.75,1,6.75,0.66,Visa 1305,2025-05-02 11:14:00,11,4
60,"5/2/25, 11:14 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Extra Shot, Almond Milk, Spl Almond, Honey",7.25,1,7.25,0.71,Visa 1305,2025-05-02 11:14:00,11,4
62,"5/2/25, 11:17 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Vanilla, Almond Milk, Iced",9.25,1,9.25,0.9,Visa 8790,2025-05-02 11:17:00,11,2
64,"5/2/25, 11:18 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Vanilla, Oat Milk",6.25,1,6.25,0.61,Visa 1717,2025-05-02 11:18:00,11,4
65,"5/2/25, 11:19 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Matcha, Oat Milk, Honey, Iced",9.25,1,9.25,0.9,Mastercard 7658,2025-05-02 11:19:00,11,2
68,"5/2/25, 11:23 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Almond Milk, Vanilla, Cerosugar",6.25,1,6.25,0.61,Visa 4670,2025-05-02 11:23:00,11,4
70,"5/2/25, 11:24 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Latte, BSC, Oat Milk, Iced",9.25,1,9.25,0.9,Visa 8454,2025-05-02 11:24:00,11,2
71,"5/2/25, 11:25 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Vanilla, Extra Shot",6.5,1,6.5,0.63,Visa 0369,2025-05-02 11:25:00,11,4
72,"5/2/25, 11:26 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Caramel, Extra Shot, One Shot",6.5,1,6.5,0.63,Amex 5242,2025-05-02 11:26:00,11,4
73,"5/2/25, 11:29 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Matcha, Cold Foam, Str, Oat Milk",10.25,1,10.25,1.0,Visa 1574,2025-05-02 11:29:00,11,2
74,"5/2/25, 11:30 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Vanilla, Iced",8.5,1,8.5,0.83,Visa 6259,2025-05-02 11:30:00,11,2
75,"5/2/25, 11:32 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Vanilla, Oat Milk",6.25,1,6.25,0.61,Visa 4680,2025-05-02 11:32:00,11,4
75,"5/2/25, 11:32 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Vanilla, Almond Milk",6.75,1,6.75,0.66,Visa 4680,2025-05-02 11:32:00,11,4
80,"5/2/25, 11:35 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Asiago Bagel, Diablo CC, Matcha, Almond Milk, Cane",9.25,1,9.25,0.9,Visa 6748,2025-05-02 11:35:00,11,2
81,"5/2/25, 11:38 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Maple CC, Latte, Vanilla, Iced",8.5,1,8.5,0.83,Visa 6391,2025-05-02 11:38:00,11,2
83,"5/2/25, 11:39 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Vanilla, Almond Milk, Hot",9.25,1,9.25,0.9,Visa 5751,2025-05-02 11:39:00,11,2
85,"5/2/25, 11:42 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Vanilla, Extra Ice",5.5,1,5.5,0.54,Visa 7612,2025-05-02 11:42:00,11,4
86,"5/2/25, 11:43 AM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Oat Milk, Vanilla, Cold foam",7.75,1,7.75,0.76,Visa 3319,2025-05-02 11:43:00,11,4
87,"5/2/25, 11:45 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Caramel, Cold foam, Caramel Cf",6.5,1,6.5,0.63,Visa 5259,2025-05-02 11:45:00,11,4
88,"5/2/25, 11:46 AM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Blueberry CC, Latte, Raspberry, Cold Foam, Strawberry Cf",9.0,1,9.0,0.88,Mastercard 7174,2025-05-02 11:46:00,11,2
91,"5/2/25, 11:52 AM","(5/2/25, 8:30 AM - 8:31 AM)",El Toro Rojo,"Everything Bagel, Cut In Half",11.0,1,11.0,1.07,Visa 5575,2025-05-02 11:52:00,11,2
91,"5/2/25, 11:52 AM","(5/2/25, 8:30 AM - 8:31 AM)",Kodiak Catch,"Everything Bagel, Cut I. Half",12.0,1,12.0,1.17,Visa 5575,2025-05-02 11:52:00,11,2
91,"5/2/25, 11:52 AM","(5/2/25, 8:30 AM - 8:31 AM)",S'mores,"Iced, Latte, Cold foam, Tm",7.5,1,7.5,0.73,Visa 5575,2025-05-02 11:52:00,11,4
91,"5/2/25, 11:52 AM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Capuccino, Oat Milk, Extra Shot",6.75,1,6.75,0.66,Visa 5575,2025-05-02 11:52:00,11,4
92,"5/2/25, 11:55 AM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 8368,2025-05-02 11:55:00,11,4
96,"5/2/25, 12:00 PM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Cold Brew",6.5,1,6.5,0.63,Mastercard 4847,2025-05-02 12:00:00,12,5
99,"5/2/25, 12:03 PM",,Bagel Combo,"_, Asiago Bagel, Plain CC, Latte, Vanilla, Oat Milk, Iced",9.25,1,9.25,0.9,Visa 4593,2025-05-02 12:03:00,12,0
101,"5/2/25, 12:05 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Tomatoes, Shaken Espresso, Almond Milk",9.75,1,9.75,0.95,Visa 4169,2025-05-02 12:05:00,12,0
102,"5/2/25, 12:06 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Cin Sug. Bagel, Plain CC, Matcha, Strawberry",9.0,1,9.0,0.88,Visa 8754,2025-05-02 12:06:00,12,0
103,"5/2/25, 12:09 PM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,Iced,5.0,1,5.0,0.49,Mastercard 9707,2025-05-02 12:09:00,12,6
105,"5/2/25, 12:10 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Matcha, Vanilla, Oat Milk, Iced",9.75,1,9.75,0.95,Mastercard 6388,2025-05-02 12:10:00,12,0
108,"5/2/25, 12:11 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Blueberry CC, Matcha, Raspberry, Iced",8.5,1,8.5,0.83,Visa 3846,2025-05-02 12:11:00,12,0
114,"5/2/25, 12:17 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Eclipse",8.5,1,8.5,0.83,Visa 4361,2025-05-02 12:17:00,12,0
115,"5/2/25, 12:18 PM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Strawberry",5.5,1,5.5,0.54,Visa 0451,2025-05-02 12:18:00,12,6
122,"5/2/25, 12:21 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Matcha, Cane, Light Ice",8.5,1,8.5,0.83,Visa 9386,2025-05-02 12:21:00,12,0
125,"5/2/25, 12:22 PM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Discover 6416,2025-05-02 12:22:00,12,5
127,"5/2/25, 12:23 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Latte, Eclipse, Iced",9.5,1,9.5,0.93,Visa 6698,2025-05-02 12:23:00,12,0
131,"5/2/25, 12:25 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Diablo CC, Matcha, Vanilla, Iced",9.0,1,9.0,0.88,Mastercard 8624,2025-05-02 12:25:00,12,0
132,"5/2/25, 12:28 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Blueberry CC, Matcha, Hot, Strawberry",9.0,1,9.0,0.88,Discover 5423,2025-05-02 12:28:00,12,0
140,"5/2/25, 12:30 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Shaken Espresso, Splash Whole",8.0,1,8.0,0.78,Visa 1540,2025-05-02 12:30:00,12,0
145,"5/2/25, 12:36 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Caramel, Iced",8.5,1,8.5,0.83,Amex 1044,2025-05-02 12:36:00,12,0
147,"5/2/25, 12:36 PM",,Matcha,Hot,5.5,1,5.5,0.54,Mastercard 4338,2025-05-02 12:36:00,12,5
151,"5/2/25, 12:38 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Cin Sug. Bagel, Maple CC, Latte, Snickerdooe",9.58,1,9.58,0.93,Visa 4109,2025-05-02 12:38:00,12,0
152,"5/2/25, 12:40 PM","(5/2/25, 8:30 AM - 8:31 AM)",White Macadamia,"Iced, Extra Shot, Latte",7.5,1,7.5,0.73,Visa 5291,2025-05-02 12:40:00,12,5
154,"5/2/25, 12:43 PM","(5/2/25, 8:30 AM - 8:31 AM)",Cold Brew,"Iced, Vanilla",6.0,1,6.0,0.58,Visa 0955,2025-05-02 12:43:00,12,5
154,"5/2/25, 12:43 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Cin Sug. Bagel, Maple CC, Cold Brew, Extra Shot",9.0,1,9.0,0.88,Visa 0955,2025-05-02 12:43:00,12,0
157,"5/2/25, 12:45 PM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Almond Milk",6.25,1,6.25,0.61,Visa 1006,2025-05-02 12:45:00,12,5
159,"5/2/25, 12:46 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Matcha",8.5,1,8.5,0.83,Mastercard 4305,2025-05-02 12:46:00,12,0
163,"5/2/25, 12:47 PM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Oat Milk, Honey",5.75,1,5.75,0.56,Discover 5866,2025-05-02 12:47:00,12,6
165,"5/2/25, 12:50 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Cinnamon Sugar, Maple CC",4.25,1,4.25,0.41,Mastercard 9883,2025-05-02 12:50:00,12,1
166,"5/2/25, 12:52 PM","(5/2/25, 8:30 AM - 8:31 AM)",Eclipse,"Iced, Latte",6.5,1,6.5,0.63,Visa 5308,2025-05-02 12:52:00,12,5
166,"5/2/25, 12:52 PM","(5/2/25, 8:30 AM - 8:31 AM)",Eclipse,"Iced, Latte, Almond Milk",7.25,1,7.25,0.71,Visa 5308,2025-05-02 12:52:00,12,5
169,"5/2/25, 12:53 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Cold Brew",8.0,1,8.0,0.78,Visa 2739,2025-05-02 12:53:00,12,0
170,"5/2/25, 12:53 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Cold Brew",8.0,1,8.0,0.78,Visa 6295,2025-05-02 12:53:00,12,0
173,"5/2/25, 12:56 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Latte, Eclipse",9.5,1,9.5,0.93,Visa 8195,2025-05-02 12:56:00,12,0
186,"5/2/25, 1:05 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Garlic Herb CC, Sesame",4.25,1,4.25,0.41,Mastercard 1612,2025-05-02 13:05:00,13,1
189,"5/2/25, 1:06 PM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Strawberry, Double Matcha, Oat Milk",8.0,1,8.0,0.78,Visa 5281,2025-05-02 13:06:00,13,5
191,"5/2/25, 1:10 PM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Almond Milk, Honey",6.25,2,12.5,1.22,Visa 9080,2025-05-02 13:10:00,13,3
201,"5/2/25, 1:23 PM","(5/2/25, 8:30 AM - 8:31 AM)",Matcha,"Iced, Strawberry, Oat Milk",6.75,1,6.75,0.66,Visa 6661,2025-05-02 13:23:00,13,5
204,"5/2/25, 1:24 PM",,Landscape,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Visa 5664,2025-05-02 13:24:00,13,5
205,"5/2/25, 1:28 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Cin Sug. Bagel, Blueberry CC, Matcha, Doublematcha, Extra Shot, Oat Milk, Garluc Herb Cc",10.75,1,10.75,1.05,Visa 1351,2025-05-02 13:28:00,13,0
207,"5/2/25, 1:29 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Caramel, Oat Milk, Iced",9.25,1,9.25,0.9,Mastercard 0507,2025-05-02 13:29:00,13,0
207,"5/2/25, 1:29 PM","(5/2/25, 8:30 AM - 8:31 AM)",Bagel,"1 Bagel, Plain, Plain CC",4.0,1,4.0,0.39,Mastercard 0507,2025-05-02 13:29:00,13,1
211,"5/2/25, 1:31 PM","(5/2/25, 8:30 AM - 8:31 AM)",Landscape,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Visa 9915,2025-05-02 13:31:00,13,5
214,"5/2/25, 1:34 PM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte, Light Ice, 1/2 Sweet, 1 Shot",6.5,1,6.5,0.63,Visa 9985,2025-05-02 13:34:00,13,5
218,"5/2/25, 1:37 PM",,Eclipse,"Iced, Latte",6.5,1,6.5,0.63,Mastercard 1158,2025-05-02 13:37:00,13,5
223,"5/2/25, 1:47 PM","(5/2/25, 8:30 AM - 8:31 AM)",El Toro Rojo,Asiago,11.0,1,0.0,0.0,Visa 4642,2025-05-02 13:47:00,13,0
226,"5/2/25, 1:48 PM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Oat Milk",5.75,1,5.75,0.56,Visa 0327,2025-05-02 13:48:00,13,6
226,"5/2/25, 1:48 PM","(5/2/25, 8:30 AM - 8:31 AM)",El Toro Rojo,Asiago,11.0,1,0.0,0.0,Visa 0327,2025-05-02 13:48:00,13,0
228,"5/2/25, 1:49 PM",,S'mores,"Iced, Latte",6.5,1,6.5,0.63,Visa 5179,2025-05-02 13:49:00,13,5
231,"5/2/25, 1:51 PM","(5/2/25, 8:30 AM - 8:31 AM)",S'mores,"Iced, Oat Milk, Latte",7.25,1,7.25,0.71,Visa 2126,2025-05-02 13:51:00,13,5
267,"5/2/25, 2:36 PM","(5/2/25, 8:30 AM - 8:31 AM)",Tenders,"5, BBQ, Fries",10.0,1,5.0,0.49,Visa 3964,2025-05-02 14:36:00,14,0
1,"5/3/25, 9:13 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Cupcake, Almond Milk, Iced",8.75,1,8.75,0.85,Amex 1038,2025-05-03 09:13:00,9,2
2,"5/3/25, 9:15 AM","(5/3/25, 8:42 AM - 8:43 AM)",Landscape,"Iced, Double Matcha, Oat Milk, Latte",8.5,1,8.5,0.83,Visa 1305,2025-05-03 09:15:00,9,2
2,"5/3/25, 9:15 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Plain, Plain CC",4.0,1,4.0,0.39,Visa 1305,2025-05-03 09:15:00,9,1
3,"5/3/25, 9:24 AM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla, Light Ice, Less Milk",5.5,1,5.5,0.54,Visa 7612,2025-05-03 09:24:00,9,4
4,"5/3/25, 9:35 AM","(5/3/25, 8:42 AM - 8:43 AM)",Doppio,Iced,3.5,1,3.5,0.34,Visa 6180,2025-05-03 09:35:00,9,1
5,"5/3/25, 9:39 AM","(5/3/25, 8:42 AM - 8:43 AM)",El Toro Rojo,No Aioli,11.0,1,11.0,1.07,Visa 6180,2025-05-03 09:39:00,9,2
6,"5/3/25, 9:59 AM","(5/3/25, 8:42 AM - 8:43 AM)",Iced Shaken Espresso,"Iced, Canesugar, Spl Oat",4.5,1,2.25,0.22,Amex 7678,2025-05-03 09:59:00,9,4
7,"5/3/25, 10:05 AM","(5/3/25, 8:42 AM - 8:43 AM)",Cold Brew,"Iced, Cold foam, Tm",6.5,1,6.5,0.63,Visa 4270,2025-05-03 10:05:00,10,4
8,"5/3/25, 10:15 AM","(5/3/25, 8:42 AM - 8:43 AM)",Landscape,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Mastercard 9461,2025-05-03 10:15:00,10,4
9,"5/3/25, 10:16 AM","(5/3/25, 8:42 AM - 8:43 AM)",Landscape,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Visa 6637,2025-05-03 10:16:00,10,4
10,"5/3/25, 10:19 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Latte, Everything Bagel, Garlic Herb CC, BSC",8.5,1,8.5,0.83,Mastercard 1124,2025-05-03 10:19:00,10,2
11,"5/3/25, 10:28 AM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Oat Milk, Hot",5.75,1,5.75,0.56,Visa 4638,2025-05-03 10:28:00,10,4
11,"5/3/25, 10:28 AM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Vanilla, Hot",5.5,1,5.5,0.54,Visa 4638,2025-05-03 10:28:00,10,4
12,"5/3/25, 10:31 AM","(5/3/25, 8:42 AM - 8:43 AM)",El Toro Rojo,Ni Bacon,11.0,1,11.0,1.07,Visa 5719,2025-05-03 10:31:00,10,2
13,"5/3/25, 10:32 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Plain, No CC",2.5,1,2.5,0.24,Visa 2147,2025-05-03 10:32:00,10,1
214,"5/2/25, 1:34 PM","(5/2/25, 8:30 AM - 8:31 AM)",Snickerdoodle,"Iced, Latte, Light Ice, 1/2 Sweet, 1 Shot",6.5,1,6.5,0.63,Visa 9985,2025-05-02 13:34:00,13,5
218,"5/2/25, 1:37 PM",,Eclipse,"Iced, Latte",6.5,1,6.5,0.63,Mastercard 1158,2025-05-02 13:37:00,13,5
223,"5/2/25, 1:47 PM","(5/2/25, 8:30 AM - 8:31 AM)",El Toro Rojo,Asiago,11.0,1,0.0,0.0,Visa 4642,2025-05-02 13:47:00,13,0
226,"5/2/25, 1:48 PM","(5/2/25, 8:30 AM - 8:31 AM)",Latte,"Iced, Oat Milk",5.75,1,5.75,0.56,Visa 0327,2025-05-02 13:48:00,13,6
226,"5/2/25, 1:48 PM","(5/2/25, 8:30 AM - 8:31 AM)",El Toro Rojo,Asiago,11.0,1,0.0,0.0,Visa 0327,2025-05-02 13:48:00,13,0
228,"5/2/25, 1:49 PM",,S'mores,"Iced, Latte",6.5,1,6.5,0.63,Visa 5179,2025-05-02 13:49:00,13,5
231,"5/2/25, 1:51 PM","(5/2/25, 8:30 AM - 8:31 AM)",S'mores,"Iced, Oat Milk, Latte",7.25,1,7.25,0.71,Visa 2126,2025-05-02 13:51:00,13,5
267,"5/2/25, 2:36 PM","(5/2/25, 8:30 AM - 8:31 AM)",Tenders,"5, BBQ, Fries",10.0,1,5.0,0.49,Visa 3964,2025-05-02 14:36:00,14,0
1,"5/3/25, 9:13 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Cupcake, Almond Milk, Iced",8.75,1,8.75,0.85,Amex 1038,2025-05-03 09:13:00,9,2
